clip	duration[ms]
common_voice_tr_43395208.mp3	10368
common_voice_tr_42697890.mp3	4788
common_voice_tr_42960628.mp3	9756
common_voice_tr_42697444.mp3	4140
common_voice_tr_42701168.mp3	4680
common_voice_tr_42925582.mp3	6588
common_voice_tr_43393731.mp3	6120
common_voice_tr_42929588.mp3	5508
common_voice_tr_42697391.mp3	5076
common_voice_tr_42697807.mp3	7596
common_voice_tr_43373644.mp3	4176
common_voice_tr_42699840.mp3	5580
common_voice_tr_43237391.mp3	6876
common_voice_tr_42857211.mp3	5688
common_voice_tr_42698789.mp3	7380
common_voice_tr_42698757.mp3	3168
common_voice_tr_42697390.mp3	8100
common_voice_tr_43263989.mp3	3780
common_voice_tr_42697451.mp3	5400
common_voice_tr_43393728.mp3	5220
common_voice_tr_42699586.mp3	10440
common_voice_tr_42773613.mp3	8208
common_voice_tr_42697425.mp3	4212
common_voice_tr_43263734.mp3	7020
common_voice_tr_43263952.mp3	4320
common_voice_tr_43263927.mp3	5436
common_voice_tr_42697944.mp3	5400
common_voice_tr_42991723.mp3	7452
common_voice_tr_43059779.mp3	9360
common_voice_tr_42935146.mp3	5400
common_voice_tr_42929529.mp3	6876
common_voice_tr_42878533.mp3	6300
common_voice_tr_42982602.mp3	6840
common_voice_tr_42697352.mp3	9468
common_voice_tr_43267929.mp3	3888
common_voice_tr_43422225.mp3	6336
common_voice_tr_42697645.mp3	4140
common_voice_tr_42699424.mp3	6120
common_voice_tr_43373035.mp3	9540
common_voice_tr_42925609.mp3	7128
common_voice_tr_42698053.mp3	7236
common_voice_tr_42699627.mp3	10620
common_voice_tr_43033027.mp3	7740
common_voice_tr_42773612.mp3	7308
common_voice_tr_42697913.mp3	5688
common_voice_tr_42701278.mp3	4176
common_voice_tr_43263915.mp3	2628
common_voice_tr_42979228.mp3	5724
common_voice_tr_42699544.mp3	7596
common_voice_tr_42699488.mp3	8856
common_voice_tr_42878509.mp3	4536
common_voice_tr_42705682.mp3	9396
common_voice_tr_43263912.mp3	5076
common_voice_tr_42698062.mp3	3996
common_voice_tr_42935144.mp3	5256
common_voice_tr_43198350.mp3	9468
common_voice_tr_42697500.mp3	5760
common_voice_tr_43267945.mp3	4176
common_voice_tr_43267931.mp3	3600
common_voice_tr_42697489.mp3	8280
common_voice_tr_42699407.mp3	8676
common_voice_tr_42698056.mp3	5940
common_voice_tr_42697905.mp3	8100
common_voice_tr_42697468.mp3	5220
common_voice_tr_42701223.mp3	4608
common_voice_tr_43263731.mp3	4068
common_voice_tr_42697498.mp3	4536
common_voice_tr_43422226.mp3	4356
common_voice_tr_42698791.mp3	6588
common_voice_tr_42698060.mp3	8856
common_voice_tr_42697669.mp3	3528
common_voice_tr_42699661.mp3	3816
common_voice_tr_42699626.mp3	4176
common_voice_tr_42991560.mp3	8640
common_voice_tr_42699673.mp3	7740
common_voice_tr_42697737.mp3	6156
common_voice_tr_42698050.mp3	4860
common_voice_tr_42697969.mp3	7236
common_voice_tr_42697851.mp3	4788
common_voice_tr_42698685.mp3	5976
common_voice_tr_42699606.mp3	7200
common_voice_tr_42925596.mp3	4896
common_voice_tr_43237396.mp3	4896
common_voice_tr_43263913.mp3	6516
common_voice_tr_42699584.mp3	9828
common_voice_tr_42697640.mp3	7020
common_voice_tr_42698756.mp3	4428
common_voice_tr_43263988.mp3	2700
common_voice_tr_42979227.mp3	3636
common_voice_tr_42699607.mp3	6156
common_voice_tr_43394067.mp3	7488
common_voice_tr_42699563.mp3	5868
common_voice_tr_42697388.mp3	4896
common_voice_tr_42697718.mp3	10440
common_voice_tr_42701166.mp3	2520
common_voice_tr_42697428.mp3	3132
common_voice_tr_43395209.mp3	6588
common_voice_tr_42925599.mp3	6660
common_voice_tr_42697703.mp3	10188
common_voice_tr_42697809.mp3	4716
common_voice_tr_43373036.mp3	8640
common_voice_tr_42698045.mp3	3780
common_voice_tr_42698063.mp3	5436
common_voice_tr_43267941.mp3	9108
common_voice_tr_42991561.mp3	7164
common_voice_tr_42858880.mp3	5076
common_voice_tr_42925598.mp3	3348
common_voice_tr_42935145.mp3	6660
common_voice_tr_42698042.mp3	5256
common_voice_tr_42697446.mp3	6876
common_voice_tr_42697747.mp3	4968
common_voice_tr_43033029.mp3	8460
common_voice_tr_42699564.mp3	6768
common_voice_tr_42697912.mp3	4716
common_voice_tr_42697437.mp3	10800
common_voice_tr_42701386.mp3	4068
common_voice_tr_42699459.mp3	4356
common_voice_tr_42697417.mp3	4500
common_voice_tr_43267943.mp3	6552
common_voice_tr_43078668.mp3	5688
common_voice_tr_42697821.mp3	4068
common_voice_tr_43263732.mp3	3960
common_voice_tr_42697745.mp3	4356
common_voice_tr_43237397.mp3	8316
common_voice_tr_42697701.mp3	3276
common_voice_tr_42697501.mp3	11376
common_voice_tr_42697416.mp3	6516
common_voice_tr_42699655.mp3	6228
common_voice_tr_42802762.mp3	3852
common_voice_tr_42991728.mp3	4248
common_voice_tr_42698057.mp3	3348
common_voice_tr_42697455.mp3	7416
common_voice_tr_42697719.mp3	8208
common_voice_tr_42761607.mp3	5328
common_voice_tr_42698731.mp3	5796
common_voice_tr_42858883.mp3	3420
common_voice_tr_42697820.mp3	4680
common_voice_tr_43394070.mp3	3528
common_voice_tr_43267938.mp3	6480
common_voice_tr_42697656.mp3	3780
common_voice_tr_42929533.mp3	4716
common_voice_tr_42697424.mp3	9648
common_voice_tr_42699670.mp3	6588
common_voice_tr_42697647.mp3	5256
common_voice_tr_43267928.mp3	4140
common_voice_tr_42701222.mp3	3276
common_voice_tr_42697848.mp3	5436
common_voice_tr_43263955.mp3	3708
common_voice_tr_42713876.mp3	5976
common_voice_tr_42697794.mp3	5148
common_voice_tr_42699604.mp3	7668
common_voice_tr_42698677.mp3	4896
common_voice_tr_42761605.mp3	3060
common_voice_tr_42697847.mp3	8100
common_voice_tr_43263991.mp3	4500
common_voice_tr_43181905.mp3	6228
common_voice_tr_42699654.mp3	8460
common_voice_tr_42697430.mp3	4824
common_voice_tr_43422180.mp3	9396
common_voice_tr_42697758.mp3	7020
common_voice_tr_42701383.mp3	5868
common_voice_tr_43363562.mp3	4608
common_voice_tr_42697379.mp3	7596
common_voice_tr_43394079.mp3	6516
common_voice_tr_42857210.mp3	5076
common_voice_tr_43263930.mp3	2520
common_voice_tr_42698684.mp3	3996
common_voice_tr_43216275.mp3	5400
common_voice_tr_42697429.mp3	5976
common_voice_tr_42697696.mp3	11196
common_voice_tr_42705680.mp3	6048
common_voice_tr_43394081.mp3	7128
common_voice_tr_42697447.mp3	7848
common_voice_tr_43059781.mp3	4968
common_voice_tr_42699409.mp3	5868
common_voice_tr_42701220.mp3	6156
common_voice_tr_42697735.mp3	8748
common_voice_tr_42991762.mp3	7236
common_voice_tr_42697343.mp3	4428
common_voice_tr_42697697.mp3	4500
common_voice_tr_42699638.mp3	6660
common_voice_tr_42697713.mp3	8316
common_voice_tr_42697421.mp3	3636
common_voice_tr_42701300.mp3	6228
common_voice_tr_42773614.mp3	4536
common_voice_tr_42697463.mp3	4140
common_voice_tr_43267940.mp3	3528
common_voice_tr_42697887.mp3	6948
common_voice_tr_42991690.mp3	3492
common_voice_tr_43267944.mp3	4824
common_voice_tr_42697874.mp3	3456
common_voice_tr_42991764.mp3	6912
common_voice_tr_43237390.mp3	6840
common_voice_tr_43263986.mp3	5796
common_voice_tr_42699565.mp3	6120
common_voice_tr_42697440.mp3	5076
common_voice_tr_43394078.mp3	4428
common_voice_tr_42697965.mp3	3060
common_voice_tr_43263914.mp3	4896
common_voice_tr_42697947.mp3	6300
common_voice_tr_43263735.mp3	3708
common_voice_tr_42979206.mp3	4716
common_voice_tr_42697853.mp3	9216
common_voice_tr_42697854.mp3	8028
common_voice_tr_42698830.mp3	4536
common_voice_tr_42925589.mp3	5076
common_voice_tr_43267930.mp3	8064
common_voice_tr_43263755.mp3	2340
common_voice_tr_42698679.mp3	3600
common_voice_tr_43422227.mp3	6948
common_voice_tr_42697414.mp3	7920
common_voice_tr_42929535.mp3	6516
common_voice_tr_42808181.mp3	7056
common_voice_tr_42701299.mp3	4500
common_voice_tr_43422183.mp3	8208
common_voice_tr_42761604.mp3	3600
common_voice_tr_42697341.mp3	5976
common_voice_tr_42697351.mp3	5328
common_voice_tr_43395172.mp3	4680
common_voice_tr_42991562.mp3	7776
common_voice_tr_42699605.mp3	4896
common_voice_tr_42697943.mp3	4860
common_voice_tr_42697798.mp3	8928
common_voice_tr_42697906.mp3	8280
common_voice_tr_42699385.mp3	7128
common_voice_tr_42699837.mp3	3276
common_voice_tr_42699671.mp3	3456
common_voice_tr_42697797.mp3	3888
common_voice_tr_42698680.mp3	5616
common_voice_tr_42697724.mp3	7740
common_voice_tr_43395174.mp3	5940
common_voice_tr_42697422.mp3	3348
common_voice_tr_43263729.mp3	5400
common_voice_tr_42698052.mp3	4968
common_voice_tr_43181904.mp3	7128
common_voice_tr_42979230.mp3	5220
common_voice_tr_42697381.mp3	6156
common_voice_tr_42697481.mp3	6300
common_voice_tr_42697418.mp3	9648
common_voice_tr_42698048.mp3	8136
common_voice_tr_42699386.mp3	4068
common_voice_tr_43395170.mp3	5256
common_voice_tr_42753111.mp3	6120
common_voice_tr_42697478.mp3	5508
common_voice_tr_43395207.mp3	4356
common_voice_tr_42699542.mp3	3708
common_voice_tr_42697439.mp3	4176
common_voice_tr_43263926.mp3	3168
common_voice_tr_43394073.mp3	4788
common_voice_tr_42878531.mp3	6516
common_voice_tr_42697909.mp3	8496
common_voice_tr_42925607.mp3	7308
common_voice_tr_43267946.mp3	5148
common_voice_tr_42699581.mp3	6156
common_voice_tr_42699832.mp3	6048
common_voice_tr_42697688.mp3	5076
common_voice_tr_42925606.mp3	6876
common_voice_tr_43263928.mp3	2808
common_voice_tr_42991129.mp3	3888
common_voice_tr_42991689.mp3	5760
common_voice_tr_42698832.mp3	9720
common_voice_tr_42925608.mp3	4788
common_voice_tr_42697730.mp3	6048
common_voice_tr_42699529.mp3	3636
common_voice_tr_42698694.mp3	6588
common_voice_tr_42697686.mp3	4140
common_voice_tr_42910607.mp3	6588
common_voice_tr_42878536.mp3	4716
common_voice_tr_42697666.mp3	1908
common_voice_tr_42697868.mp3	6048
common_voice_tr_42808156.mp3	4428
common_voice_tr_42808158.mp3	7020
common_voice_tr_42697941.mp3	6876
common_voice_tr_42713877.mp3	5616
common_voice_tr_42698787.mp3	6300
common_voice_tr_42910606.mp3	3996
common_voice_tr_42697795.mp3	7776
common_voice_tr_42925590.mp3	5796
common_voice_tr_42701224.mp3	4788
common_voice_tr_42808179.mp3	5256
common_voice_tr_42697412.mp3	8028
common_voice_tr_42698760.mp3	4320
common_voice_tr_42761610.mp3	5328
common_voice_tr_42697445.mp3	3960
common_voice_tr_42699628.mp3	4320
common_voice_tr_42929589.mp3	4968
common_voice_tr_42697850.mp3	3996
common_voice_tr_42697499.mp3	4248
common_voice_tr_42925579.mp3	7128
common_voice_tr_42697720.mp3	4176
common_voice_tr_42808180.mp3	5868
common_voice_tr_42699531.mp3	8748
common_voice_tr_43059683.mp3	7920
common_voice_tr_42761603.mp3	3996
common_voice_tr_42697432.mp3	6588
common_voice_tr_42929530.mp3	11628
common_voice_tr_42925601.mp3	5076
common_voice_tr_43078669.mp3	7668
common_voice_tr_42701167.mp3	3600
common_voice_tr_42698058.mp3	8676
common_voice_tr_42699460.mp3	5256
common_voice_tr_42821417.mp3	7308
common_voice_tr_42699425.mp3	8028
common_voice_tr_42697441.mp3	6948
common_voice_tr_42697839.mp3	4428
common_voice_tr_42699426.mp3	9288
common_voice_tr_42699636.mp3	9900
common_voice_tr_43394064.mp3	4140
common_voice_tr_42697956.mp3	7020
common_voice_tr_42697770.mp3	6120
common_voice_tr_42991122.mp3	4932
common_voice_tr_42697626.mp3	4356
common_voice_tr_42699512.mp3	9648
common_voice_tr_42698758.mp3	7776
common_voice_tr_42697456.mp3	6768
common_voice_tr_42697939.mp3	6300
common_voice_tr_42878512.mp3	8028
common_voice_tr_42697699.mp3	4176
common_voice_tr_42991763.mp3	4356
common_voice_tr_42697377.mp3	6480
common_voice_tr_42699662.mp3	6300
common_voice_tr_43393720.mp3	6696
common_voice_tr_42697490.mp3	4176
common_voice_tr_42699656.mp3	6408
common_voice_tr_42960629.mp3	4968
common_voice_tr_42697755.mp3	9036
common_voice_tr_43422223.mp3	5076
common_voice_tr_42991727.mp3	4788
common_voice_tr_42699543.mp3	6768
common_voice_tr_42699634.mp3	9108
common_voice_tr_42697722.mp3	4788
common_voice_tr_43395205.mp3	8496
common_voice_tr_42697655.mp3	8280
common_voice_tr_42697426.mp3	4140
common_voice_tr_42698043.mp3	4356
common_voice_tr_42701301.mp3	2988
common_voice_tr_43237392.mp3	5436
common_voice_tr_42698065.mp3	4320
common_voice_tr_42697957.mp3	3600
common_voice_tr_42697749.mp3	3888
common_voice_tr_42697791.mp3	8280
common_voice_tr_43198351.mp3	5076
common_voice_tr_42697454.mp3	5328
common_voice_tr_43181908.mp3	5508
common_voice_tr_43198301.mp3	4248
common_voice_tr_42701169.mp3	3888
common_voice_tr_42697411.mp3	9396
common_voice_tr_42929590.mp3	5868
common_voice_tr_42699642.mp3	3600
common_voice_tr_42697736.mp3	8676
common_voice_tr_43237393.mp3	5256
common_voice_tr_42878507.mp3	7056
common_voice_tr_42991119.mp3	9684
common_voice_tr_42697448.mp3	5796
common_voice_tr_42698064.mp3	8496
common_voice_tr_42698726.mp3	5040
common_voice_tr_42697836.mp3	4788
common_voice_tr_42697431.mp3	3816
common_voice_tr_42697466.mp3	3960
common_voice_tr_43263929.mp3	5796
common_voice_tr_42699513.mp3	4680
common_voice_tr_42699669.mp3	3276
common_voice_tr_42697704.mp3	3240
common_voice_tr_42699625.mp3	7956
common_voice_tr_43373034.mp3	5076
common_voice_tr_42925602.mp3	4428
common_voice_tr_42761601.mp3	6480
common_voice_tr_42697679.mp3	9720
common_voice_tr_42697773.mp3	7380
common_voice_tr_42698692.mp3	6840
common_voice_tr_42697792.mp3	5076
common_voice_tr_42699659.mp3	6048
common_voice_tr_43237394.mp3	7056
common_voice_tr_43394072.mp3	4536
common_voice_tr_42721227.mp3	4536
common_voice_tr_42697712.mp3	6516
common_voice_tr_42698047.mp3	7668
common_voice_tr_42979205.mp3	5004
common_voice_tr_42699489.mp3	4176
common_voice_tr_43198302.mp3	4320
common_voice_tr_42697732.mp3	7380
common_voice_tr_42699561.mp3	7236
common_voice_tr_42697908.mp3	8928
common_voice_tr_43105127.mp3	9108
common_voice_tr_43263754.mp3	3636
common_voice_tr_42701274.mp3	4356
common_voice_tr_42699458.mp3	4248
common_voice_tr_42697721.mp3	4248
common_voice_tr_42697633.mp3	4680
common_voice_tr_42697477.mp3	8928
common_voice_tr_42697658.mp3	4320
common_voice_tr_42697907.mp3	3996
common_voice_tr_42697802.mp3	3996
