clip	duration[ms]
common_voice_tr_42697415.mp3	6588
common_voice_tr_42699423.mp3	7848
common_voice_tr_42699457.mp3	8100
common_voice_tr_42713873.mp3	9468
common_voice_tr_42808155.mp3	3996
common_voice_tr_42697818.mp3	3240
common_voice_tr_42721224.mp3	7848
common_voice_tr_42697427.mp3	5400
common_voice_tr_42697488.mp3	5220
common_voice_tr_42698051.mp3	4140
common_voice_tr_42878505.mp3	8568
common_voice_tr_42697757.mp3	3600
common_voice_tr_42697715.mp3	7380
common_voice_tr_43422224.mp3	5148
common_voice_tr_42697867.mp3	7848
common_voice_tr_42697676.mp3	5688
common_voice_tr_43394071.mp3	3708
common_voice_tr_42697471.mp3	8820
common_voice_tr_43033028.mp3	7848
common_voice_tr_42697870.mp3	9288
common_voice_tr_42705679.mp3	9756
common_voice_tr_42697945.mp3	6408
common_voice_tr_42929532.mp3	5976
common_voice_tr_42753115.mp3	4320
common_voice_tr_42991127.mp3	5976
common_voice_tr_42925605.mp3	4500
common_voice_tr_43393732.mp3	4248
common_voice_tr_42699387.mp3	3528
common_voice_tr_42929527.mp3	8316
common_voice_tr_42979229.mp3	6300
common_voice_tr_42697470.mp3	3816
common_voice_tr_42697378.mp3	5688
common_voice_tr_42697392.mp3	4608
common_voice_tr_42697689.mp3	7920
common_voice_tr_42701221.mp3	4968
common_voice_tr_42966293.mp3	4068
common_voice_tr_42697353.mp3	4608
common_voice_tr_42713875.mp3	6048
common_voice_tr_43181906.mp3	8640
common_voice_tr_43059783.mp3	6876
common_voice_tr_42697738.mp3	8028
common_voice_tr_42697675.mp3	8208
common_voice_tr_42699839.mp3	5760
common_voice_tr_43237395.mp3	5400
common_voice_tr_42808183.mp3	6948
common_voice_tr_42697465.mp3	8028
common_voice_tr_43267937.mp3	4716
common_voice_tr_42761609.mp3	4788
common_voice_tr_42697731.mp3	5940
common_voice_tr_43393722.mp3	8496
common_voice_tr_42721226.mp3	4788
common_voice_tr_42991725.mp3	7308
common_voice_tr_43059782.mp3	7920
common_voice_tr_43263911.mp3	4968
common_voice_tr_43393721.mp3	4968
common_voice_tr_43393715.mp3	5148
common_voice_tr_42966294.mp3	5400
common_voice_tr_42699658.mp3	8568
common_voice_tr_42753112.mp3	7560
common_voice_tr_42697958.mp3	4500
common_voice_tr_42697967.mp3	8100
common_voice_tr_42715718.mp3	6768
common_voice_tr_42697734.mp3	4968
common_voice_tr_42698693.mp3	5868
common_voice_tr_42699603.mp3	6660
common_voice_tr_43237389.mp3	7056
common_voice_tr_42925603.mp3	3420
common_voice_tr_42697789.mp3	5940
common_voice_tr_42925610.mp3	4716
common_voice_tr_42697793.mp3	5040
common_voice_tr_42697748.mp3	9576
common_voice_tr_42697665.mp3	4428
common_voice_tr_42697464.mp3	5868
common_voice_tr_43395171.mp3	5580
common_voice_tr_42802765.mp3	5724
common_voice_tr_42699360.mp3	7308
common_voice_tr_42697442.mp3	4968
common_voice_tr_42699433.mp3	4176
common_voice_tr_43033030.mp3	4248
common_voice_tr_43393716.mp3	4860
common_voice_tr_42697491.mp3	5148
common_voice_tr_42698046.mp3	6048
common_voice_tr_42697680.mp3	4176
common_voice_tr_42929528.mp3	9648
common_voice_tr_42699643.mp3	11808
common_voice_tr_42699436.mp3	7128
common_voice_tr_43059780.mp3	9036
common_voice_tr_42699359.mp3	7560
common_voice_tr_42697872.mp3	4716
common_voice_tr_42697340.mp3	4500
common_voice_tr_42808157.mp3	5868
common_voice_tr_42698729.mp3	6408
common_voice_tr_43263993.mp3	3888
common_voice_tr_42878539.mp3	5760
common_voice_tr_42697849.mp3	6408
common_voice_tr_42697888.mp3	8388
common_voice_tr_42699663.mp3	3708
common_voice_tr_42753113.mp3	4248
common_voice_tr_42925593.mp3	4248
common_voice_tr_43373033.mp3	7596
common_voice_tr_42979207.mp3	5292
common_voice_tr_42698826.mp3	6840
common_voice_tr_43373645.mp3	7380
common_voice_tr_43395206.mp3	5400
common_voice_tr_42699587.mp3	9108
common_voice_tr_42929587.mp3	6048
common_voice_tr_42713874.mp3	5220
common_voice_tr_42699434.mp3	8100
common_voice_tr_43263752.mp3	7236
common_voice_tr_42697668.mp3	6516
common_voice_tr_42960630.mp3	6876
common_voice_tr_42800677.mp3	8496
common_voice_tr_43394068.mp3	3528
common_voice_tr_42858881.mp3	4536
common_voice_tr_42697677.mp3	8100
common_voice_tr_42697631.mp3	8496
common_voice_tr_42697443.mp3	4788
common_voice_tr_43263954.mp3	2700
common_voice_tr_42699361.mp3	3456
common_voice_tr_43105123.mp3	3960
common_voice_tr_42697771.mp3	7956
common_voice_tr_42925604.mp3	7596
common_voice_tr_42697954.mp3	5040
common_voice_tr_43373048.mp3	9000
common_voice_tr_42697845.mp3	8208
common_voice_tr_43237388.mp3	9648
common_voice_tr_43198304.mp3	3708
common_voice_tr_42697716.mp3	8820
common_voice_tr_42697968.mp3	4716
common_voice_tr_42721228.mp3	3276
common_voice_tr_43394062.mp3	5868
common_voice_tr_42697480.mp3	8136
common_voice_tr_42699461.mp3	5220
common_voice_tr_42697733.mp3	10296
common_voice_tr_42698727.mp3	3240
common_voice_tr_42991761.mp3	4680
common_voice_tr_42697774.mp3	8640
common_voice_tr_42697436.mp3	2988
common_voice_tr_43059681.mp3	7596
common_voice_tr_42960634.mp3	4860
common_voice_tr_42697438.mp3	3816
common_voice_tr_42800679.mp3	4896
common_voice_tr_42697462.mp3	9216
common_voice_tr_42697695.mp3	3636
common_voice_tr_42699508.mp3	8568
common_voice_tr_42701276.mp3	5796
common_voice_tr_43373032.mp3	10476
common_voice_tr_42698054.mp3	5796
common_voice_tr_42925597.mp3	3708
common_voice_tr_42698682.mp3	6660
common_voice_tr_42697380.mp3	5940
common_voice_tr_42697487.mp3	5076
common_voice_tr_43393718.mp3	5400
common_voice_tr_42982603.mp3	5868
common_voice_tr_42697344.mp3	3528
common_voice_tr_43263953.mp3	6156
common_voice_tr_42701302.mp3	4968
common_voice_tr_43182594.mp3	3492
common_voice_tr_43182593.mp3	2700
common_voice_tr_42699388.mp3	3240
common_voice_tr_42701277.mp3	4788
common_voice_tr_42991564.mp3	4788
common_voice_tr_42697723.mp3	2988
common_voice_tr_42697423.mp3	3708
common_voice_tr_42698061.mp3	3888
common_voice_tr_42698733.mp3	9756
common_voice_tr_43395173.mp3	6408
common_voice_tr_42697759.mp3	7560
common_voice_tr_43263748.mp3	3420
common_voice_tr_42699641.mp3	4500
common_voice_tr_42925600.mp3	3420
common_voice_tr_43393729.mp3	4176
common_voice_tr_42697800.mp3	5580
common_voice_tr_42991765.mp3	5724
common_voice_tr_43182591.mp3	4572
common_voice_tr_42979208.mp3	7992
common_voice_tr_43393717.mp3	7956
common_voice_tr_43394076.mp3	5436
common_voice_tr_42991724.mp3	6408
common_voice_tr_42697354.mp3	6948
common_voice_tr_43059685.mp3	7740
common_voice_tr_42761606.mp3	7236
common_voice_tr_42697469.mp3	5220
common_voice_tr_43198352.mp3	8280
common_voice_tr_42929531.mp3	6768
common_voice_tr_42699486.mp3	9828
common_voice_tr_42698044.mp3	5688
common_voice_tr_42697835.mp3	11808
common_voice_tr_42697911.mp3	4140
common_voice_tr_43182589.mp3	4608
common_voice_tr_42699582.mp3	4716
common_voice_tr_43422182.mp3	5868
common_voice_tr_42699389.mp3	6300
common_voice_tr_42698055.mp3	7416
common_voice_tr_42699414.mp3	5976
common_voice_tr_42697710.mp3	5148
common_voice_tr_43263951.mp3	3096
common_voice_tr_42697449.mp3	4356
common_voice_tr_43393714.mp3	7920
common_voice_tr_42699637.mp3	9936
common_voice_tr_43198349.mp3	6948
common_voice_tr_42966291.mp3	8136
common_voice_tr_42697801.mp3	3996
common_voice_tr_42697756.mp3	5868
common_voice_tr_42697700.mp3	6948
common_voice_tr_42697657.mp3	3456
common_voice_tr_42925594.mp3	6300
common_voice_tr_42697815.mp3	5076
common_voice_tr_42991124.mp3	4824
common_voice_tr_43373646.mp3	9936
common_voice_tr_42925591.mp3	3780
common_voice_tr_42800680.mp3	8640
common_voice_tr_42858882.mp3	3060
common_voice_tr_42699487.mp3	3996
common_voice_tr_42697804.mp3	9108
common_voice_tr_42697641.mp3	4176
common_voice_tr_42699639.mp3	8100
common_voice_tr_42697852.mp3	5940
common_voice_tr_42910609.mp3	3096
common_voice_tr_42698681.mp3	5436
common_voice_tr_42697453.mp3	4968
common_voice_tr_42699532.mp3	3708
common_voice_tr_42982600.mp3	6660
common_voice_tr_42699562.mp3	9468
common_voice_tr_42925581.mp3	6408
common_voice_tr_42701165.mp3	4248
common_voice_tr_42721225.mp3	6516
common_voice_tr_42699657.mp3	5940
common_voice_tr_42697687.mp3	4896
common_voice_tr_42697837.mp3	4428
common_voice_tr_42761602.mp3	5076
common_voice_tr_42697799.mp3	7740
common_voice_tr_42697873.mp3	8928
common_voice_tr_42699530.mp3	7488
common_voice_tr_43422184.mp3	7200
common_voice_tr_42698759.mp3	9216
common_voice_tr_42697940.mp3	5040
common_voice_tr_42697772.mp3	5148
common_voice_tr_42935148.mp3	3636
common_voice_tr_42925595.mp3	7596
common_voice_tr_42802763.mp3	4392
common_voice_tr_42991687.mp3	4968
common_voice_tr_42698792.mp3	5256
common_voice_tr_43105122.mp3	6120
common_voice_tr_42697838.mp3	5940
common_voice_tr_42699435.mp3	4860
common_voice_tr_43394074.mp3	3420
common_voice_tr_43394063.mp3	5076
common_voice_tr_42808154.mp3	3528
common_voice_tr_42697659.mp3	3780
common_voice_tr_42699672.mp3	6768
common_voice_tr_43181907.mp3	6336
common_voice_tr_42697702.mp3	8820
common_voice_tr_42698790.mp3	7200
common_voice_tr_42773610.mp3	4860
common_voice_tr_42697413.mp3	3708
common_voice_tr_43263750.mp3	3960
common_voice_tr_42966296.mp3	5148
common_voice_tr_42697948.mp3	6408
common_voice_tr_43198300.mp3	4212
common_voice_tr_42979231.mp3	6372
common_voice_tr_42697342.mp3	3420
common_voice_tr_43373643.mp3	5328
common_voice_tr_42960632.mp3	5040
common_voice_tr_43105038.mp3	7128
common_voice_tr_42802764.mp3	6444
common_voice_tr_42925580.mp3	4500
common_voice_tr_42699635.mp3	7668
common_voice_tr_42697711.mp3	5076
common_voice_tr_42697698.mp3	5760
common_voice_tr_42925583.mp3	4500
common_voice_tr_42697435.mp3	4608
common_voice_tr_42697966.mp3	9900
common_voice_tr_42697434.mp3	4176
common_voice_tr_43393730.mp3	7776
common_voice_tr_42697739.mp3	4860
common_voice_tr_43267942.mp3	7596
common_voice_tr_42966290.mp3	4608
common_voice_tr_43394075.mp3	5760
common_voice_tr_42808182.mp3	6228
common_voice_tr_42697350.mp3	9216
common_voice_tr_42697497.mp3	4896
common_voice_tr_42929536.mp3	4968
common_voice_tr_42925611.mp3	4896
common_voice_tr_42699660.mp3	6840
common_voice_tr_42699411.mp3	7776
common_voice_tr_42705683.mp3	7920
common_voice_tr_42697812.mp3	8316
common_voice_tr_42697685.mp3	8280
common_voice_tr_42697714.mp3	3960
common_voice_tr_42701303.mp3	5400
common_voice_tr_42697746.mp3	8460
common_voice_tr_42697643.mp3	6300
common_voice_tr_42991686.mp3	5040
common_voice_tr_42697889.mp3	5940
common_voice_tr_42699427.mp3	5976
common_voice_tr_42697450.mp3	4356
common_voice_tr_42698831.mp3	6948
common_voice_tr_43267939.mp3	6372
common_voice_tr_42697467.mp3	5940
common_voice_tr_43105125.mp3	6840
common_voice_tr_42697452.mp3	9576
common_voice_tr_42698678.mp3	3600
common_voice_tr_42698691.mp3	8208
common_voice_tr_42982599.mp3	8208
common_voice_tr_42699490.mp3	8028
common_voice_tr_43394066.mp3	7236
common_voice_tr_42699835.mp3	7020
common_voice_tr_43105039.mp3	4860
common_voice_tr_42697942.mp3	4068
common_voice_tr_42697389.mp3	6120
common_voice_tr_42878540.mp3	8100
common_voice_tr_42698695.mp3	4356
common_voice_tr_42982604.mp3	5076
common_voice_tr_42925613.mp3	8208
common_voice_tr_42761608.mp3	5040
common_voice_tr_42697717.mp3	3960
common_voice_tr_43393719.mp3	3816
common_voice_tr_42773611.mp3	11160
common_voice_tr_42699432.mp3	8496
common_voice_tr_42699510.mp3	3780
common_voice_tr_42697796.mp3	6228
common_voice_tr_42802766.mp3	3780
common_voice_tr_42699364.mp3	5076
common_voice_tr_42878511.mp3	5508
common_voice_tr_42929591.mp3	3348
common_voice_tr_43105037.mp3	10188
common_voice_tr_43394065.mp3	5796
common_voice_tr_43059682.mp3	5040
common_voice_tr_42929534.mp3	8928
common_voice_tr_42800678.mp3	5436
common_voice_tr_42910608.mp3	5796
common_voice_tr_42697805.mp3	7236
common_voice_tr_42697875.mp3	6048
common_voice_tr_43198303.mp3	5976
common_voice_tr_42697904.mp3	6300
common_voice_tr_43394069.mp3	4068
common_voice_tr_42699509.mp3	6516
common_voice_tr_42858879.mp3	7236
common_voice_tr_42697629.mp3	6876
common_voice_tr_42697790.mp3	9720
common_voice_tr_42697946.mp3	8568
common_voice_tr_43198353.mp3	7848
common_voice_tr_42705681.mp3	6768
common_voice_tr_42979204.mp3	8172
common_voice_tr_42698059.mp3	2988
common_voice_tr_42699528.mp3	5580
common_voice_tr_42698049.mp3	5040
common_voice_tr_42698828.mp3	4896
common_voice_tr_42697910.mp3	6228
common_voice_tr_43373046.mp3	4788
common_voice_tr_43422181.mp3	6156
common_voice_tr_42697433.mp3	4320
common_voice_tr_43105042.mp3	4356
common_voice_tr_42698683.mp3	7200
common_voice_tr_42697869.mp3	2988
common_voice_tr_42697625.mp3	6660
common_voice_tr_42699640.mp3	7560
common_voice_tr_42910610.mp3	5040
common_voice_tr_42697871.mp3	5220
common_voice_tr_43393713.mp3	9576
common_voice_tr_42761616.mp3	11268
common_voice_tr_43105041.mp3	6948
common_voice_tr_42697667.mp3	7668
common_voice_tr_42925592.mp3	7380
common_voice_tr_42697420.mp3	5256
common_voice_tr_43078671.mp3	4248
common_voice_tr_43059684.mp3	5976
common_voice_tr_42697479.mp3	6948
common_voice_tr_42697955.mp3	5400
common_voice_tr_42701387.mp3	3060
common_voice_tr_42699624.mp3	5148
common_voice_tr_43182587.mp3	5724
common_voice_tr_42701384.mp3	2988
common_voice_tr_42701275.mp3	5796
common_voice_tr_42697886.mp3	5580
common_voice_tr_42697419.mp3	7308
common_voice_tr_43267927.mp3	8244
common_voice_tr_42753114.mp3	5148
common_voice_tr_43373647.mp3	8496
common_voice_tr_43033031.mp3	7128
common_voice_tr_42701385.mp3	3168
common_voice_tr_42991688.mp3	6372
common_voice_tr_42935147.mp3	3348
common_voice_tr_43394077.mp3	3708
common_voice_tr_43078672.mp3	3780
common_voice_tr_42800681.mp3	6516
common_voice_tr_42991563.mp3	6768
common_voice_tr_43394080.mp3	6480
common_voice_tr_42698676.mp3	9288
common_voice_tr_42699408.mp3	7020
common_voice_tr_43105129.mp3	7128
common_voice_tr_42925612.mp3	4896
common_voice_tr_42697846.mp3	6516
common_voice_tr_43078670.mp3	11376
